"full_text","id_str","created_at","username","user_id_str","lang","location","quote_count","reply_count","retweet_count","favorite_count","tweet_url","mentions","mention_count","source","target"
"[JOKOWI BAGI-BAGI TAMBANG UNTUK ORMAS KEAGAMAAN: DISTRIBUSI DOSA] Pencemaran lingkungan baik udara air maupun tanah apabila menimbulkan kerusakan maka hukumnya haram dan termasuk perbuatan kriminal - NU 1994. 2024 NU menyambut pembagian izin tambang untuk mereka. https://t.co/GW2KA9DrVb","1.80E+31","2024-06-04 09:45:45+00:00","eradotid","9.03E+30","in","Jakarta Capital Region","9","5","27","54","https://x.com/eradotid/status/1797927713858310487","","0","eradotid",""
"Baru-baru ini ramai kebijakan Jokowi akan mengobral izin-izin pertambangan pada organisasi masyarakat (ormas) keagamaan termasuk Nahdlatul Ulama (NU). Pihak NU sendiri senang karena Jokowi memang sudah menjanjikan balas budi seperti ini untuk mereka sejak tahun 2021. https://t.co/UE1J9GoQpS","1.80E+48","2024-06-04 09:45:47+00:00","eradotid","9.03E+46","in","Jakarta Capital Region","0","1","0","2","https://x.com/eradotid/status/1797927721693229340","","0","eradotid",""
"Modus operandi akun ini mirip banget seperti Belanda pasca perang Jawa yang melakukan fear mongering dan demonisasi islam melalui berbagai cara.. membenturkan agama dengan budaya mengungkit ungkit memori historis orang per orang.. Kalian ini kemana aja? @nahdlatululama","1.80E+48","2024-06-04 10:15:38+00:00","Majlis_Filosufi","1.59E+48","in","","0","5","7","33","https://x.com/Majlis_Filosufi/status/1797935235251998759","nahdlatululama","1","Majlis_Filosufi","nahdlatululama"
"Konsesi tambang yang diberikan pemerintah kepada ormas keagamaan seakan mengulang sejarah Program Benteng. Ini cara NU memperoleh keuntungan dari program yang gagal itu. #artikelhistoriaid #sejarah https://t.co/QdlV2xno6g","1.80E+31","2024-06-04 10:22:35+00:00","historia_id","131903463.0","in","Jakarta Capital Region","2","2","26","64","https://x.com/historia_id/status/1797936983899267314","","0","historia_id",""
"Manifesto Gus Yahya di buku Perjuangan Besar Nahdlatul Ulama. Hm .. https://t.co/dwm1zg9hl7","1.80E+48","2024-06-04 10:29:43+00:00","gezabayusans","1.26e+32","in","Yogyakarta, Indonesia","1","0","0","3","https://x.com/gezabayusans/status/1797938778050535481","","0","gezabayusans",""
"Just only Indonesia In 2019 Nahdlatul Ulama the world's largest independent Islamic organization issued a proclamation urging Muslims to refrain from using the word kafir to refer to non-Muslims because the term is both offensive and perceived as theologically violent ","1.80E+48","2024-06-04 10:33:49+00:00","Roudani19594221","1.74e+32","en","","0","0","0","0","https://x.com/Roudani19594221/status/1797939811011137856","","0","Roudani19594221",""
"Rungokno @nahdlatululama","1.80E+48","2024-06-04 10:41:01+00:00","fatahalex","82882186.0","in","Yogyakarta","0","1","0","2","https://x.com/fatahalex/status/1797941623273537539","nahdlatululama","1","fatahalex","nahdlatululama"
"Ormas keagamaan akan mendapat izin untuk mengelola bisnis tambang. Dalam waktu dekat Pemerintah akan memberikan konsesi kepada Nahdlatul Ulama (NU). Menanggapi kabar tersebut Ketua Umum PBNU KH Yahya Cholil Staquf atau Gus Yahya seneng banget. https://t.co/LNwKkeMohQ https://t.co/lq5XH9P4cb","1.80E+48","2024-06-04 11:00:01+00:00","_rakyatmerdeka","1.47e+32","in","DKI Jakarta, Indonesia","0","0","0","0","https://x.com/_rakyatmerdeka/status/1797946403865690339","","0","_rakyatmerdeka",""
"PBNU memenuhi tanggungjawabnya untuk mengedukasi publik. Terimakasih Pak Jokowi https://t.co/fpODm6pILI","1.80E+31","2024-06-04 11:22:18+00:00","Puthutea","153608362.0","in","Yogyakarta","329","844","566","3205","https://x.com/Puthutea/status/1797952012216390103","","0","Puthutea",""
"@nu_online Tolong jangan lupa hidup itu cuma sementara dan segala sesuatu yang diperbuat akan diminta pertanggungjawabannya. Nahdlatul ulama bukan membela rakyat malah membela kebijakan pemerintah yang dzalim karena dapat sogokan izin tambang. Sungguh lua","1.80E+48","2024-06-04 11:52:06+00:00","AndhanaTriani","2446115528.0","in","Indonesian","0","0","0","4","https://x.com/AndhanaTriani/status/1797959509773889805","nu_online","1","AndhanaTriani","nu_online"
"Nahdlatul Ulama melalui situs resmi https://t.co/V4fYrPOuSq memublikasikan sebuah artikel berjudul Kemnaker dan DPR Soroti Pentingnya Sosialisasi Kebijakan Tapera agar Masyarakat Tak Salah Paham . Artikel itu mengangkat sorotan DPR dan Kementerian Ketenagakerjaan (Kemnaker) https://t.co/3WRWlis4zQ","1.80E+48","2024-06-04 12:39:01+00:00","asumsico","8.29E+46","in","Jakarta Capital Region","165","106","66","215","https://x.com/asumsico/status/1797971319793090578","","0","asumsico",""
"Cieee babiknya rejim ciee ciee @nahdlatululama","1.80E+47","2024-06-04 12:54:52+00:00","missloebb","1.45e+32","in","","0","0","0","0","https://x.com/missloebb/status/1797975305287803352","nahdlatululama","1","missloebb","nahdlatululama"
"@nahdlatululama pimpinan yai @YahyaCStaquf jadi bahan kritik dan bahkan lelucon banyak orang gara2 tambang; apa ini rahmah dan kebaikan yg ingin diberi jamiah? Afalaa tastahii?‍️","1.80E+48","2024-06-04 13:13:50+00:00","zizawaludin","1100985445.0","in","Madison, Wisconsin","0","1","0","0","https://x.com/zizawaludin/status/1797980077969575946","nahdlatululama,YahyaCStaquf","2","zizawaludin","nahdlatululama"
"kecewa bgt lur @nahdlatululama","1.80E+47","2024-06-04 13:30:09+00:00","rupingawur","1.39e+31","in","dream","0","1","0","0","https://x.com/rupingawur/status/1797984187821301927","nahdlatululama","1","rupingawur","nahdlatululama"
"@GUSDURians Tapi @nu_online @nahdlatululama sekarang kok dungu?","1.80E+47","2024-06-04 13:31:33+00:00","randiirmayanto","239349921.0","in","Sunda","0","1","0","0","https://x.com/randiirmayanto/status/1797984537009603012","GUSDURians,nu_online,nahdlatululama","3","randiirmayanto","GUSDURians"
"Pelaksanaan Inaugurasi Menuju Ansor Masa Depan berlangsung semarak dan penuh gebyar. Sebagai pengingat semoga kita semua terus dalam garis khidmah untuk Ansor Nahdlatul Ulama dan Indonesia. Ansor Masa Depaaaannn . BISA!!! https://t.co/sy9ohPIdUb","1.80E+48","2024-06-04 14:12:47+00:00","Official_Ansor","7.09E+46","in","Kramat Raya 65A, Jakarta Pusat","1","0","18","62","https://x.com/Official_Ansor/status/1797994916234281407","","0","Official_Ansor",""
"@Ombahku @Puthutea @nahdlatululama Muak dgn PBNU versi rezim Yahya","1.80E+48","2024-06-04 15:22:11+00:00","AGENDA21_EXPOSE","1.57e+32","in","Pusat kritis ","0","4","1","32","https://x.com/AGENDA21_EXPOSE/status/1798012381429449059","Ombahku,Puthutea,nahdlatululama","3","AGENDA21_EXPOSE","Ombahku"
"@Ombahku @Puthutea @nahdlatululama Bukan endorse tapi ya sbg ungkapan terima kasih selama ini sudah jadi parasit.","1.80E+47","2024-06-04 15:34:11+00:00","TokePintar","1.66e+32","in","Cilacap, Jawa Tengah","0","1","0","24","https://x.com/TokePintar/status/1798015398685905158","Ombahku,Puthutea,nahdlatululama","3","TokePintar","Ombahku"
"ان الغاية التي ترمى إليها الجمعية هي توحيد صفوف العلماء وربطهم برابطة واحدة Sesungguhnya tujuan didirikan jamiyah Nahdlatul Ulama adalah untuk menyatukan barisan ulama dan mengasosiasikan mereka dengan satu asosiasi. Hadratussyekh KH. Hasyim Asy'ari.","1.80E+48","2024-06-04 15:38:40+00:00","Kang_Suswan","2457520830.0","und","Tuban - Bandung - Depok","1","1","24","131","https://x.com/Kang_Suswan/status/1798016527486320893","","0","Kang_Suswan",""
"NU udah jadi sponsor ya . . . @nahdlatululama @YahyaCStaquf https://t.co/lbhs8bQ6ry","1.80E+48","2024-06-04 16:12:18+00:00","sudrajatasep17","8.07E+45","in","Jawa Barat, Indonesia","0","1","2","6","https://x.com/sudrajatasep17/status/1798024991268839757","nahdlatululama,YahyaCStaquf","2","sudrajatasep17","nahdlatululama"
"NU sendiri pernah membahasnya (peran NU dalam menjaga lingkungan hidup) dalam Munas Alim Ulama dan Konferensi Besar Nahdlatul Ulama tahun 2019. Hasil keputusan dibukukan. Pada halaman 280-281 disebutkan: https://t.co/eJnMPIrlfq","1.80E+48","2024-06-04 16:22:17+00:00","badruttamamabdh","1.64e+32","in","Sampang, Indonesia","0","0","1","8","https://x.com/badruttamamabdh/status/1798027504407679309","","0","badruttamamabdh",""
"Silahkan di renungkan @nahdlatululama @YahyaCStaquf @nu_online Seyogianya Ormas yang seharus nya punya idealisme malah diracuni pragmatisme. Bukannya mengkritik justru alhamdulillah. @jokowi @KementerianLHK @KementerianESDM https://t.co/HQKSBHa0jl","1.80E+48","2024-06-04 16:31:45+00:00","Aryprasetyo85","435004096.0","in","Jawa Tengah, Indonesia","9","28","166","397","https://x.com/Aryprasetyo85/status/1798029885769941271","nahdlatululama,YahyaCStaquf,nu_online,jokowi,KementerianLHK,KementerianESDM","6","Aryprasetyo85","nahdlatululama"
"Bayangkan setelah ini pegawai tambang tidak lagi memakai helm proyek tapi pakai peci hitam yang sebelah kanannya ada logo Nahdlatul Ulama https://t.co/guuJWV7q02","1.80E+48","2024-06-04 18:17:07+00:00","gayuhhw","1.01e+32","in","","0","0","0","0","https://x.com/gayuhhw/status/1798056404563218454","","0","gayuhhw",""
"As I thought Nahdlatul Ulama is apparently interested in obtaining mining license. Mining politics becomes religious politics ? Kompascom+ baca berita tanpa iklan: https://t.co/i63s4VzFqI Download aplikasi: https://t.co/fYtYBkAQMO","1.80E+48","2024-06-04 18:26:47+00:00","TakaCantab","1.59E+48","en","Jakarta, Indonesia","0","0","0","1","https://x.com/TakaCantab/status/1798058834818396286","","0","TakaCantab",""
"@Aryprasetyo85 @nahdlatululama @YahyaCStaquf @nu_online @jokowi @KementerianLHK @KementerianESDM @nongandah @GunRomli @mikuroQ @Miduk17 @Muhayya__ @islah_bahrawi @03__nakula @__AnakKolong @_memoryusang Noh udah beda tujuan kan ... Bingung kita https://t.c","1.80E+48","2024-06-04 19:32:10+00:00","Hanz1843454","1.78e+32","in","","0","0","0","2","https://x.com/Hanz1843454/status/1798075288783581401","Aryprasetyo85,nahdlatululama,YahyaCStaquf,nu_online,jokowi,KementerianLHK,KementerianESDM,nongandah,GunRomli,mikuroQ,Miduk17,Muhayya__,islah_bahrawi,03__nakula,__AnakKolong,_memoryusang","16","Hanz1843454","Aryprasetyo85"
"@nahdlatululama sedang menjalankan tugasnya.. Ucap syukur buat @jokowi !!! https://t.co/5xwCFm8Ymw","1.80E+48","2024-06-04 20:55:54+00:00","ws_parsito","4711924284.0","in","Kalimantan Barat, Indonesia","0","1","0","1","https://x.com/ws_parsito/status/1798096363236069404","nahdlatululama,jokowi","2","ws_parsito","nahdlatululama"
"@nahdlatululama @nu_online gatekke","1.80E+48","2024-06-04 23:14:54+00:00","husnimu_husniku","9.6e+31","no","Bantul, Indonesia","0","0","0","0","https://x.com/husnimu_husniku/status/1798131342833762491","nahdlatululama,nu_online","2","husnimu_husniku","nahdlatululama"
"Kementerian Investasi/Badan Koordinasi Penanaman Modal (BKPM) menyebutkan permohonan izin usaha pertambangan khusus (IUPK) yang diajukan oleh Pengurus Besar Nahdlatul Ulama (PBNU) di tambang batu bara Kalimantan Timur sudah diterima. Apabila memenuhi persyaratan maka BKPM https://t.co/zaBAw92RyP","1.80E+48","2024-06-05 00:00:05+00:00","kompascom","23343960.0","in","Jakarta","3","13","3","8","https://x.com/kompascom/status/1798142714267218393","","0","kompascom",""
"@Ustadz_Ahong Konsesi tambang untuk NU untuk melindungi keluarga Jokowi setelah pensiun karena masyarakat Tahu ormas NU paling mudah di suap..","1.80E+31","2024-06-05 00:03:41+00:00","ElFaruq04338685","1.07E+31","in","Wajo, Indonesia","0","0","0","0","https://x.com/ElFaruq04338685/status/1798143621344174459","Ustadz_Ahong","1","ElFaruq04338685","Ustadz_Ahong"
"@mas_thol3 @gus_muslih @nahdlatululama إذا ضُيِّعَتِ الأمانَةُ فانْتَظِرِ السّاعَةَ قالَ: كيفَ إضاعَتُها يا رَسولَ اللَّهِ؟ قالَ: إذا أُسْنِدَ الأمْرُ إلى غيرِ أهْلِهِ فانْتَظِرِ السّاعَةَ. الراوي: أبو هريرة البخاري [صحيح] Ditunggu aja krn sabda Rasululla","1.80E+48","2024-06-05 00:11:08+00:00","dwi_cahyonod","1.63e+32","ar","Kingdom of Saudi Arabia","0","0","0","1","https://x.com/dwi_cahyonod/status/1798145496483258874","mas_thol3,gus_muslih,nahdlatululama","3","dwi_cahyonod","mas_thol3"
"@Aryprasetyo85 @nahdlatululama @YahyaCStaquf @nu_online @jokowi @KementerianLHK @KementerianESDM @nongandah @GunRomli @mikuroQ @Miduk17 @islah_bahrawi @03__nakula @__AnakKolong @_memoryusang Oalahhh Juuuu... Ju..","1.80E+48","2024-06-05 00:16:23+00:00","Muhayya__","1.4e+32","in","Songgoriti, East Java","0","0","0","1","https://x.com/Muhayya__/status/1798146814534963493","Aryprasetyo85,nahdlatululama,YahyaCStaquf,nu_online,jokowi,KementerianLHK,KementerianESDM,nongandah,GunRomli,mikuroQ,Miduk17,islah_bahrawi,03__nakula,__AnakKolong,_memoryusang","15","Muhayya__","Aryprasetyo85"
"Jangan iri . Nasib seseorang itu bisa berubah cepat kemarin jadi preman pasar Tanah Abang sekarang jadi boss tambang . Ormas Preman dikasih ijin tambang kok sama dg NU ya sama2 diberi konsesi tanbang. Kira2 akan dikelola sendiri atau dijual? https://t.co/B3Dwy7GDJ9","1.80E+31","2024-06-05 00:20:31+00:00","AhmadLutfhii","7.90E+30","in","Jakarta","0","0","0","1","https://x.com/AhmadLutfhii/status/1798147854810431511","","0","AhmadLutfhii",""
"The move by President Jokowi s administration to grant state-owned mine concessions to Indonesia s largest Muslim organization @nahdlatululama is facing mounting scrutiny seeming like pork barrel politics for their support for Jokowi https://t.co/1wsKJX2yql https://t.co/yF0lVg3Hbb","1.80E+47","2024-06-05 00:22:25+00:00","andreasharsono","25250613.0","en","Indonesia","0","1","0","1","https://x.com/andreasharsono/status/1798148334596808871","nahdlatululama","1","andreasharsono","nahdlatululama"
"Ormas keagamaan terima konsesi tambang batubara? Salah satu yang sudah merespon adalah PBNU Apakah akan lahir Perusahaan Batubara Nahdlatul Ulama? Bagaimana dengan prinsip lingkungan seperti dalam buku 'Fikih Energi Terbarukan' yang pernah dikeluarkan oleh Lakpesdam PBNU? https://t.co/odic9s3557","1.80E+48","2024-06-05 01:17:24+00:00","350Indonesia","457187389.0","in","Indonesia","0","0","0","1","https://x.com/350Indonesia/status/1798162172922794056","","0","350Indonesia",""
"@nu_online Ormas Agama fokusnya memelihara umat dibidang Agama bukan menjadi perusahaan tambang. https://t.co/ebC8katj9O","1.80E+31","2024-06-05 01:39:21+00:00","wongpinter2019","1.08E+31","in","","0","0","0","0","https://x.com/wongpinter2019/status/1798167694057070793","nu_online","1","wongpinter2019","nu_online"
"NU sudah kluar dari akidahnya Ormas keagamaan yg besar kini sdh berlari meninggalkan jalur agamanya dan kini mnjadi alat penguasa Sekarang ikutan urusan yg bkn semestinya di ikuti Dan sbntar lagi akn mnjadi perusahaan tambang Sabgat ironis sekali https://t.co/SsQiuyIrCw","1.80E+31","2024-06-05 02:15:48+00:00","Lek_Tumidjo","1.45E+31","in","kolong flyover janti","1","0","0","0","https://x.com/Lek_Tumidjo/status/1798176868342054939","","0","Lek_Tumidjo",""
"kasihan NU dijadikan samsak rame2 padahal kan bukan cuma NU ormas di indonesia also NU :","1.80E+31","2024-06-05 03:25:20+00:00","kinaru_","7.22E+30","in","","0","0","0","0","https://x.com/kinaru_/status/1798194365430706351","","0","kinaru_",""
"@mataharitimoer Rejim ini kelihatan banget arogannya. Mereka tahu bahwa mereka bakal digoyang. Maka mereka siapkan empat pilar kebangsatan seperti : ngasih jabatan ke TNI Polri dan ngasih ijin tambang untuk ormas keagamaan. Baru NU yang mau juga karena le","1.80E+31","2024-06-05 03:31:42+00:00","bimosaurus","50993548.0","in","attraversiamo","0","0","1","0","https://x.com/bimosaurus/status/1798195969491861622","mataharitimoer","1","bimosaurus","mataharitimoer"
"Btw. Soal kasus pengelolaan tambang oleh ormas ku kira ini jadi cabang baru perang dingin NU vs MD. Disebut perang dingin karna memang ada sebuah rivalitas yg dikemas lawakan mereka saling sindir dan memamerkan pencapaian organisasi masing2. Mirip cold war USA vs Uni Soviet. https://t.co/hpFrpELQp9","1.80E+30","2024-06-05 03:50:58+00:00","goziafdoli1","1.14E+31","in","pasar malam","0","0","0","0","https://x.com/goziafdoli1/status/1798200816458998062","","0","goziafdoli1",""
"@asumsico TEU BOGA KAISIN @nahdlatululama @nu_online @NUgarislucu Idihhh..... Kyai2 di kampung yg miskin mah udh smpe lemes nyebokin berak2nya para Pejabat di NU eh pejabat2nya sekalian nyebur gatau malu. Emg mantep yakin bgt w Mbah Hasyim sm Gusdur bangg","1.80E+48","2024-06-05 04:30:58+00:00","TxtDariSabut","395329009.0","in","Pandeglang","0","0","0","4","https://x.com/TxtDariSabut/status/1798210884222976489","asumsico,nahdlatululama,nu_online,NUgarislucu","4","TxtDariSabut","asumsico"
"@Tan_Mar3M Untuk ormas bukan fokus utk seluruh rakyat Indonesia. Bener nggak tuh? Lanjutnya.... alasannya adalah karena KELUARGANYA dekat dengan NU. Coba cek saja https://t.co/FXkPH627zP","1.80E+31","2024-06-05 05:08:52+00:00","Slilit_kyai","1.08E+31","in","Kota Magelang, Jawa Tengah","0","0","0","2","https://x.com/Slilit_kyai/status/1798220421713874974","Tan_Mar3M","1","Slilit_kyai","Tan_Mar3M"
"Siasat rejim pki memecah belah umat..NU sebagai ormas islam terbesar lsg disandera sehingga suara umat islam tdk utuh dan terpecah menguntungkan bg rejim pki dan yahudi leluasa mengobrak abrik tatanan negara..dg target 2035 NKRI berganti nama menjadi NKI Negara Komunis Indonesia","1.80E+31","2024-06-05 05:19:45+00:00","dana79451","1.76E+31","in","","0","0","0","0","https://x.com/dana79451/status/1798223161663922316","","0","dana79451",""
"Generasi emas Revolusi mental.. @jokowi @Nadiem_Makarim @kemenpendidikan @nahdiyinbersatu @nahdlatululama @muhammadiyah @prabowo Generasi emas pala kau peang ","1.80E+48","2024-06-05 05:20:31+00:00","AjoAriSikumbang","1.36E+47","in","","0","0","0","0","https://x.com/AjoAriSikumbang/status/1798223351997177949","jokowi,Nadiem_Makarim,kemenpendidikan,nahdiyinbersatu,nahdlatululama,muhammadiyah,prabowo","7","AjoAriSikumbang","jokowi"
"IUP Buat NU: Bias Etika Ormas Keagamaan di Tambang Batu Bara https://t.co/1tyqqA3lx0","1.80E+31","2024-06-05 05:32:35+00:00","BloombergTZ","1.58E+31","in","Jakarta","0","0","0","0","https://x.com/BloombergTZ/status/1798226388790698237","","0","BloombergTZ",""
"Dengan adanya aturan ormas agama bisa megang tambang secara tidak langsung NU membuktikan mereka menjadikan agama bahas transaksional","1.80E+31","2024-06-05 05:38:52+00:00","thecalcioboyz","1.37E+31","in","","0","0","0","0","https://x.com/thecalcioboyz/status/1798227972295688274","","0","thecalcioboyz",""
"@nu_online Ormas mata duitan","1.80E+30","2024-06-05 05:58:58+00:00","cupang_anggora","1.27E+30","in","","0","0","0","0","https://x.com/cupang_anggora/status/1798233031351980278","nu_online","1","cupang_anggora","nu_online"
"Tambang menurut PBNU: 2015 Haram 2024 Halal https://t.co/WI3W74Ty3V","1.80E+30","2024-06-05 06:00:53+00:00","MurtadhoRoy","1.32E+31","in","","239","279","3738","9452","https://x.com/MurtadhoRoy/status/1798233513701036368","","0","MurtadhoRoy",""
"Inilah ekses dari kebijakan jokowi yg memberikan hak tambang kpd ormas keagamaan yaitu akan tercipta konflik sosial di kemudian hari. Muhammadiyah secara tdk langsung menolak tapi NU menerima. Perbedaan ini di grassroots akan jadi ramai.","1.80E+31","2024-06-05 07:11:25+00:00","Brahmanta70","1.66E+30","in","Jakarta ","0","0","0","0","https://x.com/Brahmanta70/status/1798251260426207461","","0","Brahmanta70",""
